# Tobis 1tes Level

# Reihe 1
[:x:] 0000 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 0064 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 0128 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 0192 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 0256 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 0320 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 0384 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 0448 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 0000 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 0064 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 0128 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 0192 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 0256 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 0320 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 0384 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 0448 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 0512 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 0576 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 0640 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 0704 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 0768 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 0832 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 0896 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 0960 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 1024 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 1088 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 1152 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 1216 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 1280 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 1344 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 1408 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000
[:x:] 1472 [:y:] 0760 [:d:] 224 [:i:] 0007 [:c:] 0000

# Reihe 2
[:x:] 0000 [:y:] 0696 [:d:] 224 [:i:] 0005 [:c:] 0000
[:x:] 0064 [:y:] 0696 [:d:] 224 [:i:] 0005 [:c:] 0000
[:x:] 0128 [:y:] 0696 [:d:] 224 [:i:] 0005 [:c:] 0000
[:x:] 0192 [:y:] 0696 [:d:] 224 [:i:] 0005 [:c:] 0000
[:x:] 0256 [:y:] 0696 [:d:] 224 [:i:] 0005 [:c:] 0000
[:x:] 0320 [:y:] 0696 [:d:] 224 [:i:] 0005 [:c:] 0000
[:x:] 0384 [:y:] 0696 [:d:] 224 [:i:] 0005 [:c:] 0000
[:x:] 0448 [:y:] 0696 [:d:] 224 [:i:] 0005 [:c:] 0000
